rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_hdac6,pIC50_hdac1,pIC50_hdac2,pIC50_hdac3,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
3253,CAND-01727,Cc1cc(C(C)C)ccc1C(=O)N(CC(=O)NC1CCCCC1)CC1CCN(c2ncc(C(=O)NO)cn2)CC1,0.4966187529723815,6.876275734482651,0.5347125465819712,0.5257215302386473,0.6666666666666667,0.3197638211602086,1,1.0,-3.336359200000001,2,0.8428571428571429,False,Cc1cc(C(C)C)ccc1C(=O)N(CC(=O)NC1CCCCC1)CC1CCN(c2ncc(C(=O)NO)cn2)CC1,6.56,7.58,7.49,6.3,-1.02,False,2.81,550.7,3.84,3,7,127.8,9,True,True,0.38,False
3254,CAND-00416,CCCN(Cc1nc2c(Cl)c(C(=O)NO)ccc2n1C)c1ccccc1,0.4965961418436615,6.5356311190381655,0.4203939871222921,0.6951689082700883,0.6666666666666667,0.5102193831639406,1,1.0,-2.3031886,2,0.639344262295082,False,CCCN(Cc1nc2c(Cl)c(C(=O)NO)ccc2n1C)c1ccccc1,6.52,5.91,6.3,6.41,0.11,False,2.59,372.9,3.76,2,5,70.4,6,True,True,1.113,False
3255,CAND-04070,COc1cc(C(=O)NO)cnc1N[C@@H]1C[C@@H](C(N)=O)N(C(=O)Nc2nc(C)c(-c3ccnc(C(C)(C)C(F)(F)F)c3)s2)C1,0.4965429066881868,7.116001412825177,0.6151632361601781,0.408711014083015,0.6666666666666667,0.1854265175825482,1,1.0,-4.049806800000002,2,0.8045977011494253,True,COc1cc(C(=O)NO)cnc1N[C@@H]1C[C@@H](C(N)=O)N(C(=O)Nc2nc(C)c(-c3ccnc(C(C)(C)C(F)(F)F)c3)s2)C1,6.91,6.54,6.33,6.19,0.37,False,4.11,622.6,3.45,5,10,184.7,8,True,False,0.919,False
3256,CAND-00087,Cn1c(SCc2ccc(C(=O)NO)cc2)nnc1-c1ccnc(O)c1,0.4965325494246334,6.7976357157472265,0.5083213657145284,0.5047269242209982,0.6666666666666667,0.3634617774467864,1,1.0,-3.464369500000001,2,0.7547169811320755,False,Cn1c(SCc2ccc(C(=O)NO)cc2)nnc1-c1ccnc(O)c1,5.82,6.41,6.18,6.22,-0.59,False,2.52,357.4,1.99,3,8,113.2,5,True,True,1.371,False
3257,CAND-05674,CN1C(=O)CNC(=O)/C1=C/c1ccc(-c2ccc(/C=C/C(=O)NO)cc2C#N)cc1,0.496500350093396,6.9166134884853605,0.5482496868165572,0.422310750372619,0.5,0.4079183556170583,1,1.0,-3.9668852000000014,3,0.7368421052631579,False,CN1C(=O)CNC(=O)/C1=C/c1ccc(-c2ccc(/C=C/C(=O)NO)cc2C#N)cc1,6.9,6.85,6.23,6.55,0.05,False,2.91,402.4,1.67,3,5,122.5,4,True,True,0.871,False
3258,CAND-05673,CN1C(=O)CNC(=O)/C1=C/c1ccc(-c2ccc(/C=C/C(=O)NO)cc2)c(C#N)c1,0.496500350093396,6.9166134884853605,0.5482496868165572,0.422310750372619,0.5,0.4079183556170583,1,1.0,-3.9668852000000014,3,0.7192982456140351,False,CN1C(=O)CNC(=O)/C1=C/c1ccc(-c2ccc(/C=C/C(=O)NO)cc2)c(C#N)c1,6.92,6.85,6.19,6.55,0.07,False,2.9,402.4,1.67,3,5,122.5,4,True,True,0.878,False
3259,CAND-01218,COc1ccc(CN2[C@@H](C(=O)NCc3ccc(C(=O)NO)cc3)Cc3c([nH]c4ccccc34)[C@@H]2C2CC2)cc1C,0.4964309117330863,7.304840662985355,0.6785367053682232,0.6499427852814783,0.5,0.1905418634965825,1,1.0,-2.5789455999999995,3,0.8,True,COc1ccc(CN2[C@@H](C(=O)NCc3ccc(C(=O)NO)cc3)Cc3c([nH]c4ccccc34)[C@@H]2C2CC2)cc1C,7.82,6.45,6.39,7.29,0.53,False,3.46,538.6,4.8,4,5,106.7,8,True,True,0.623,False
3260,CAND-00231,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1cccc(C(F)(F)F)c1,0.4964297621897282,6.9137421190049615,0.5472860701680234,0.6168778753633142,0.5,0.4092890903523883,1,1.0,-2.7805520999999995,3,0.75,False,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1cccc(C(F)(F)F)c1,6.28,5.53,5.71,5.9,0.38,False,2.55,389.3,3.23,2,5,84.2,3,True,True,0.76,False
3261,CAND-00230,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1C(F)(F)F,0.4964297621897282,6.9137421190049615,0.5472860701680234,0.6168778753633142,0.5,0.4092890903523883,1,1.0,-2.7805520999999995,3,0.7017543859649122,False,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1C(F)(F)F,6.4,5.47,5.65,5.91,0.49,False,2.6,389.3,3.23,2,5,84.2,3,True,True,0.824,False
3262,CAND-00232,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccc(C(F)(F)F)cc1,0.4964297621897282,6.9137421190049615,0.5472860701680234,0.6168778753633142,0.5,0.4092890903523883,1,1.0,-2.7805520999999995,3,0.7924528301886793,False,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccc(C(F)(F)F)cc1,6.27,5.5,5.67,5.92,0.35,False,2.52,389.3,3.23,2,5,84.2,3,True,True,0.766,False
3263,CAND-00464,O=C(/C=C/c1ccc2c(c1)cc(Cl)n2S(=O)(=O)c1ccc(F)cc1)NO,0.4964131258655338,6.92336370407528,0.5505150240251755,0.6064927778544138,0.5,0.403852046176487,1,1.0,-2.8438731000000006,3,0.6727272727272727,False,O=C(/C=C/c1ccc2c(c1)cc(Cl)n2S(=O)(=O)c1ccc(F)cc1)NO,7.31,6.92,6.66,6.42,0.39,False,2.6,394.8,3.19,2,5,88.4,4,True,True,0.659,False
3264,CAND-00461,O=C(/C=C/c1cc2ccn(S(=O)(=O)c3ccc(F)cc3)c2cc1Cl)NO,0.4964131258655338,6.92336370407528,0.5505150240251755,0.6064927778544138,0.5,0.403852046176487,1,1.0,-2.8438731000000006,3,0.6909090909090909,False,O=C(/C=C/c1cc2ccn(S(=O)(=O)c3ccc(F)cc3)c2cc1Cl)NO,6.52,6.14,5.95,6.23,0.29,False,2.53,394.8,3.19,2,5,88.4,4,True,True,0.949,False
3265,CAND-00462,O=C(/C=C/c1cc(Cl)c2c(ccn2S(=O)(=O)c2ccc(F)cc2)c1)NO,0.4964131258655338,6.92336370407528,0.5505150240251755,0.606492777854414,0.5,0.403852046176487,1,1.0,-2.8438731,3,0.7169811320754716,False,O=C(/C=C/c1cc(Cl)c2c(ccn2S(=O)(=O)c2ccc(F)cc2)c1)NO,7.41,6.72,6.6,6.28,0.69,False,2.55,394.8,3.19,2,5,88.4,4,True,True,0.648,False
3266,CAND-00463,O=C(/C=C/c1ccc2c(c1)c(Cl)cn2S(=O)(=O)c1ccc(F)cc1)NO,0.4964131258655338,6.92336370407528,0.5505150240251755,0.6064927778544138,0.5,0.403852046176487,1,1.0,-2.8438731000000006,3,0.6727272727272727,False,O=C(/C=C/c1ccc2c(c1)c(Cl)cn2S(=O)(=O)c1ccc(F)cc1)NO,7.34,6.67,5.94,6.51,0.67,False,2.46,394.8,3.19,2,5,88.4,4,True,True,0.658,False
3267,CAND-01165,Cc1ncccc1CN(CCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(C(=O)NO)cc1,0.4964121666379802,7.671143843383664,0.8014661456413162,0.2528356715315057,0.3333333333333333,0.0967080905021847,1,1.0,-5.000224700000003,4,0.7954545454545454,True,Cc1ncccc1CN(CCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(C(=O)NO)cc1,7.99,6.43,6.36,7.61,0.38,False,3.51,614.7,2.04,4,10,170.3,13,True,False,0.477,False
3268,CAND-03870,N#Cc1cc(F)cc(COc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2Cl)c1,0.4963904975086174,7.505014333140656,0.7457139469167259,0.751958602230592,0.5,0.0784450801675149,1,1.0,-1.9569251,3,0.8160919540229885,True,N#Cc1cc(F)cc(COc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2Cl)c1,7.75,7.46,6.83,6.92,0.29,False,2.97,615.1,6.33,3,10,150.9,13,False,False,0.38,False
3269,CAND-03856,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cc(Cl)c(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)nn1)NO,0.4963784534517984,7.553135579221808,0.7618631865699751,0.8425290153680776,0.5,0.0514895338893695,1,1.0,-1.4046905999999986,3,0.797752808988764,True,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cc(Cl)c(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)nn1)NO,7.38,7.15,6.93,6.81,0.23,False,3.05,658.1,7.48,3,9,127.1,13,False,False,0.711,False
3270,CAND-04629,Cc1cc2nc(-c3ccccc3-c3ccccc3)[nH]c2cc1C(=O)NO,0.4963593260942469,6.762157569686423,0.4964150846048769,0.7900964504799148,0.6666666666666667,0.3827281681949171,1,1.0,-1.7243873999999986,2,0.6938775510204082,False,Cc1cc2nc(-c3ccccc3-c3ccccc3)[nH]c2cc1C(=O)NO,6.81,5.73,5.96,5.89,0.85,False,2.18,343.4,4.32,3,3,78.0,3,True,True,1.027,False
3271,CAND-05729,O=C(CCc1csc(CCc2ccc(O)c(C(F)(F)F)c2)n1)NO,0.4963328099827778,6.469890263570348,0.3983316982910963,0.629468934804807,0.6666666666666667,0.5461120916796545,1,1.0,-2.7037807,2,0.76,False,O=C(CCc1csc(CCc2ccc(O)c(C(F)(F)F)c2)n1)NO,7.15,6.49,6.43,6.19,0.66,False,2.57,360.4,3.09,3,5,82.5,6,True,True,0.573,False
3272,CAND-00659,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)c(F)c3)CC1)O2)NO,0.4962736473045878,6.852655316863337,0.5267856574028992,0.6070887142784809,0.5,0.4429360620104607,1,1.0,-2.8402395,3,0.8412698412698413,False,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)c(F)c3)CC1)O2)NO,6.83,6.72,6.63,7.15,-0.32,False,3.12,428.4,3.48,2,5,78.9,4,True,True,0.431,False
3273,CAND-03949,CN1C(=O)CNC(=O)/C1=C/c1cc(Cl)c(/C=C/C(=O)NO)cc1C(F)(F)F,0.4962268247698131,6.9166134884853605,0.5482496868165572,0.4365239062497657,0.5,0.4070066045384488,1,1.0,-3.880223400000001,3,0.7213114754098361,False,CN1C(=O)CNC(=O)/C1=C/c1cc(Cl)c(/C=C/C(=O)NO)cc1C(F)(F)F,7.02,6.91,6.16,6.47,0.11,False,3.23,403.7,1.81,3,4,98.7,3,True,True,0.882,False
3274,CAND-00664,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)c(Cl)c3)CC1)O2)NO,0.4962031412632753,6.887600531043361,0.5385130893479415,0.650514120631236,0.5,0.4231553219643486,1,1.0,-2.575461999999999,3,0.8307692307692308,False,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)c(Cl)c3)CC1)O2)NO,6.81,6.68,6.62,7.13,-0.32,False,3.12,444.9,4.0,2,5,78.9,4,True,True,0.398,False
3275,CAND-01010,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccc(F)cc2C(F)(F)F)cc1,0.4961547582036044,7.288775859046484,0.6731454408038396,0.6843151766963137,0.5,0.1986067926722819,1,1.0,-2.3693669999999987,3,0.7636363636363637,True,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccc(F)cc2C(F)(F)F)cc1,7.12,6.48,6.42,6.48,0.64,False,3.09,484.5,4.63,3,4,89.9,10,True,True,0.385,False
3276,CAND-01011,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccc(F)c(C(F)(F)F)c2)cc1,0.4961547582036044,7.288775859046484,0.6731454408038396,0.6843151766963137,0.5,0.1986067926722819,1,1.0,-2.3693669999999987,3,0.7592592592592593,True,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccc(F)c(C(F)(F)F)c2)cc1,7.19,6.51,6.33,6.5,0.68,False,3.04,484.5,4.63,3,4,89.9,10,True,True,0.321,False
3277,CAND-01009,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccc(F)cc2)c(C(F)(F)F)c1,0.4961547582036044,7.288775859046484,0.6731454408038396,0.6843151766963137,0.5,0.1986067926722819,1,1.0,-2.3693669999999987,3,0.7636363636363637,True,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccc(F)cc2)c(C(F)(F)F)c1,7.14,6.46,6.43,6.53,0.61,False,3.09,484.5,4.63,3,4,89.9,10,True,True,0.334,False
3278,CAND-00336,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccccc2)c2ccncc2)cc1O)NO,0.496140963144457,7.342538585118458,0.691187931771013,0.5456226185032511,0.5,0.1684899908631683,1,1.0,-3.2150164,3,0.7592592592592593,True,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccccc2)c2ccncc2)cc1O)NO,7.53,6.87,6.22,6.47,0.66,False,2.97,463.5,3.26,5,6,131.8,11,True,False,0.905,False
3279,CAND-02472,CN(/N=C/c1cccc(C(=O)NO)c1F)C(=O)c1ccc(N(C)C)cc1,0.4960774557171328,6.772634344897541,0.4999310358209414,0.5180479467393948,0.5,0.4870397926888736,1,1.0,-3.383147300000001,3,0.6111111111111112,False,CN(/N=C/c1cccc(C(=O)NO)c1F)C(=O)c1ccc(N(C)C)cc1,6.74,5.68,6.28,6.17,0.46,False,2.7,358.4,2.12,2,5,85.2,5,True,True,0.947,False
3280,CAND-03712,N#Cc1ccccc1COc1cccc(CNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1,0.496020158721251,7.0199024574987225,0.5829129270685003,0.5027710076076842,0.6666666666666667,0.2374345395122249,1,1.0,-3.476295300000002,2,0.8051948051948052,True,N#Cc1ccccc1COc1cccc(CNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1,7.17,6.68,6.16,6.69,0.48,False,3.36,522.7,3.4,4,6,120.3,13,True,False,0.622,False
3281,CAND-03713,N#Cc1cccc(COc2cccc(CNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]3CCCC(=O)N3)c2)c1,0.496020158721251,7.0199024574987225,0.5829129270685003,0.5027710076076842,0.6666666666666667,0.2374345395122249,1,1.0,-3.476295300000002,2,0.8266666666666667,True,N#Cc1cccc(COc2cccc(CNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]3CCCC(=O)N3)c2)c1,7.2,6.67,6.16,6.72,0.48,False,3.35,522.7,3.4,4,6,120.3,13,True,False,0.651,False
3282,CAND-04371,O=C(/C=C/c1ccc(Cn2cc(C(=O)NC3C4CC5CC(C4)CC3C5)c3ccccc32)c(Cl)c1)NO,0.4960108385791594,7.216476307883204,0.6488820878435037,0.7565135895432441,0.5,0.2385659821913586,1,1.0,-1.9291519999999984,3,0.7936507936507936,True,O=C(/C=C/c1ccc(Cn2cc(C(=O)NC3C4CC5CC(C4)CC3C5)c3ccccc32)c(Cl)c1)NO,6.82,6.87,6.29,6.66,-0.05,False,3.83,504.0,5.42,3,4,83.4,6,False,True,0.56,False
3283,CAND-03226,O=C(NO)c1ccc(F)c2c1CN(c1nc3ccccc3[nH]1)CC2,0.4960019046978993,6.552496696739772,0.4260539871924155,0.5811833566122357,0.6666666666666667,0.4988052592278605,1,1.0,-2.9981921,2,0.7142857142857143,False,O=C(NO)c1ccc(F)c2c1CN(c1nc3ccccc3[nH]1)CC2,6.54,5.8,6.01,6.15,0.39,False,2.6,326.3,2.38,3,4,81.2,2,True,True,0.836,False
3284,CAND-01160,Cc1cc(C(=O)NO)ccc1CN(CCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1cccnc1,0.4959496069326616,7.668387187357152,0.8005410262306791,0.252835671531506,0.3333333333333333,0.0967080905021847,1,1.0,-5.000224700000001,4,0.8409090909090909,True,Cc1cc(C(=O)NO)ccc1CN(CCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1cccnc1,7.53,6.32,6.4,7.36,0.17,False,3.51,614.7,2.04,4,10,170.3,13,True,False,1.01,False
3285,CAND-02934,CCN(CC)CCOc1ccc(-c2nc3cc(F)c(C(=O)NO)cc3[nH]2)cc1,0.495928726818818,6.713451449409512,0.4800695642165363,0.6171162433726542,0.6666666666666667,0.4085353712573884,1,1.0,-2.7790987000000005,2,0.7213114754098361,False,CCN(CC)CCOc1ccc(-c2nc3cc(F)c(C(=O)NO)cc3[nH]2)cc1,6.65,6.4,6.23,6.29,0.25,False,2.44,386.4,3.21,3,5,90.5,8,True,True,0.943,False
3286,CAND-02133,O=C(CCCCCCC(=O)N/N=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1C(F)(F)F)NO,0.495886828623772,7.645830989630634,0.7929712837070272,0.8568474474425517,0.3333333333333333,0.1091150670119722,1,1.0,-1.3173868999999976,4,0.6666666666666666,True,O=C(CCCCCCC(=O)N/N=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1C(F)(F)F)NO,7.4,7.32,7.62,7.24,-0.22,False,2.62,526.6,6.47,3,5,94.0,12,False,False,1.31,False
3287,CAND-04714,COc1ncccc1C(OC)(c1ccccc1)c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1,0.4958366642627611,7.283101290353027,0.6712410850935798,0.6548200466675811,0.5,0.2007204057199039,1,1.0,-2.5492075000000005,3,0.7230769230769231,True,COc1ncccc1C(OC)(c1ccccc1)c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1,7.06,7.03,6.44,6.34,0.03,False,3.12,505.6,4.56,2,6,101.0,13,True,False,0.299,False
3288,CAND-04375,O=C(/C=C/c1ccc(Cn2cc(C(=O)NC3C4CC5CC(C4)CC3C5)c3ccc(Cl)cc32)cc1)NO,0.4958300227800533,7.215398723829593,0.6485204562452914,0.7565135895432439,0.5,0.2385659821913584,1,1.0,-1.9291519999999995,3,0.7868852459016393,True,O=C(/C=C/c1ccc(Cn2cc(C(=O)NC3C4CC5CC(C4)CC3C5)c3ccc(Cl)cc32)cc1)NO,6.76,6.78,6.11,5.63,-0.02,False,3.81,504.0,5.42,3,4,83.4,6,False,True,0.554,False
3289,CAND-04374,O=C(/C=C/c1ccc(Cn2cc(C(=O)NC3C4CC5CC(C4)CC3C5)c3cc(Cl)ccc32)cc1)NO,0.4958300227800533,7.215398723829593,0.6485204562452914,0.7565135895432439,0.5,0.2385659821913584,1,1.0,-1.9291519999999995,3,0.7868852459016393,True,O=C(/C=C/c1ccc(Cn2cc(C(=O)NC3C4CC5CC(C4)CC3C5)c3cc(Cl)ccc32)cc1)NO,6.68,6.85,6.12,6.38,-0.17,False,3.81,504.0,5.42,3,4,83.4,6,False,True,0.587,False
3290,CAND-05914,Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c(O)c1,0.4958056024742828,7.202207960429983,0.6440937047228895,0.488195346700233,0.5,0.2458625003761267,1,1.0,-3.5651674000000018,3,0.7619047619047619,True,Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c(O)c1,7.92,7.36,7.3,7.92,0.0,False,3.25,407.5,2.28,5,5,107.5,9,True,True,1.091,False
3291,CAND-02514,O=C(CCCCCCn1cc(-c2cc3c(Nc4ccc(OCc5nccs5)c(Cl)c4)ncnc3cc2F)nn1)NO,0.4957219283370343,7.487835727430068,0.7399488962764924,0.7216139151023809,0.5,0.0858249339959605,1,1.0,-2.141945599999999,3,0.8023255813953488,True,O=C(CCCCCCn1cc(-c2cc3c(Nc4ccc(OCc5nccs5)c(Cl)c4)ncnc3cc2F)nn1)NO,7.67,7.54,6.69,6.85,0.13,False,3.02,597.1,5.92,3,11,140.0,13,False,False,0.617,False
3292,CAND-04454,CC(NCc1ccc(C(=O)NO)c(Cl)c1)C12CC3CC(CC(C3)C1)C2,0.4955199712190237,6.468357973899295,0.3978174698549849,0.7506816424667807,0.6666666666666667,0.5442596765273263,1,1.0,-1.9647110999999988,2,0.68,False,CC(NCc1ccc(C(=O)NO)c(Cl)c1)C12CC3CC(CC(C3)C1)C2,6.56,6.27,6.28,6.39,0.17,False,4.11,362.9,4.15,3,3,61.4,5,True,True,0.876,False
3293,CAND-01721,CC(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)CC2CCN(c3ncc(C(=O)NO)cn3)CC2)c(F)c1,0.4954970174281251,6.871273630829282,0.5330338666381387,0.5020402900978352,0.6666666666666667,0.3188225025857414,1,1.0,-3.480750700000001,2,0.8055555555555556,False,CC(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)CC2CCN(c3ncc(C(=O)NO)cn3)CC2)c(F)c1,6.68,7.47,7.47,6.33,-0.79,False,2.82,554.7,3.67,3,7,127.8,9,True,True,0.662,False
3294,CAND-02241,O=C(/C=C/c1cccc(-c2nc3ccccc3n2-c2ccccc2O)c1)NO,0.4954853426742833,7.124497090412491,0.6180143413277976,0.7146086771892454,0.5,0.2882605733679484,1,1.0,-2.184658599999999,3,0.7592592592592593,True,O=C(/C=C/c1cccc(-c2nc3ccccc3n2-c2ccccc2O)c1)NO,7.24,7.09,7.07,6.52,0.15,False,2.34,371.4,3.92,3,5,87.4,4,True,True,0.603,False
3295,CAND-00071,Cn1c(SCc2ccc(C(=O)NO)cc2)nnc1-c1ccnc(F)c1,0.4954631395182933,7.077389761756789,0.6022053670838144,0.5532139852121621,0.5,0.3145348532546201,1,1.0,-3.1687296000000007,3,0.7407407407407407,True,Cn1c(SCc2ccc(C(=O)NO)cc2)nnc1-c1ccnc(F)c1,5.79,5.44,5.66,4.69,0.13,False,2.36,359.4,2.43,2,7,92.9,5,True,True,1.353,False
3296,CAND-03705,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NCc2cccc(OCc3ccccc3C(F)(F)F)c2)N1,0.4954539430675806,7.062299603856372,0.5971411886556778,0.5933414207451699,0.6666666666666667,0.2118333846880279,1,1.0,-2.9240608000000003,2,0.8051948051948052,True,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NCc2cccc(OCc3ccccc3C(F)(F)F)c2)N1,7.18,6.53,6.12,6.7,0.48,False,3.41,565.7,4.54,4,5,96.5,13,True,False,0.618,False
3297,CAND-03706,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NCc2cccc(OCc3cccc(C(F)(F)F)c3)c2)N1,0.4954539430675806,7.062299603856372,0.5971411886556778,0.5933414207451699,0.6666666666666667,0.2118333846880279,1,1.0,-2.9240608000000003,2,0.8266666666666667,True,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NCc2cccc(OCc3cccc(C(F)(F)F)c3)c2)N1,7.21,6.55,6.19,6.73,0.48,False,3.37,565.7,4.54,4,5,96.5,13,True,False,0.628,False
3298,CAND-04408,N#Cc1cccc2c1c(C(=O)NC1C3CC4CC(C3)CC1C4)cn2Cc1ccc(/C=C/C(=O)NO)cc1,0.4953934813705692,7.167825631241636,0.6325551740505302,0.6749253238489517,0.5,0.2637196478176804,1,1.0,-2.426619699999999,3,0.7121212121212122,True,N#Cc1cccc2c1c(C(=O)NC1C3CC4CC(C3)CC1C4)cn2Cc1ccc(/C=C/C(=O)NO)cc1,6.8,6.84,6.33,6.08,-0.04,False,3.98,494.6,4.63,3,5,107.2,6,True,True,0.695,False
3299,CAND-03062,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(OCc4cn(CCCCC(=O)NCc5ccc(C(=O)NO)cc5)nn4)ccc3C)s2)n1,0.4953656146819463,7.579532136908104,0.770721733902227,0.4769966260610621,0.5,0.0333491591027761,1,1.0,-3.633449299999999,3,0.8421052631578947,True,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(OCc4cn(CCCCC(=O)NCc5ccc(C(=O)NO)cc5)nn4)ccc3C)s2)n1,7.46,6.07,6.35,6.6,0.86,False,3.15,729.9,4.96,4,13,186.1,17,False,False,0.487,False
3300,CAND-00514,Cc1cccc(CN(Cc2ccc(/C=C/C(=O)NO)o2)C(C)C)c1,0.4953319751608474,6.810138467924055,0.5125172242525282,0.7110942661177252,0.5,0.4635778767819445,1,1.0,-2.206087,3,0.803921568627451,False,Cc1cccc(CN(Cc2ccc(/C=C/C(=O)NO)o2)C(C)C)c1,6.34,5.48,5.99,6.52,-0.18,False,2.44,328.4,3.52,2,4,65.7,7,True,True,0.584,False
3301,CAND-03951,Cc1cc(/C=C/C(=O)NO)cc(C(F)(F)F)c1/C=C1/C(=O)NCC(=O)N1C,0.4953213610202351,6.8912964446423945,0.5397534187099002,0.4167797400378226,0.5,0.4181488388842836,1,1.0,-4.000609400000001,3,0.7213114754098361,False,Cc1cc(/C=C/C(=O)NO)cc(C(F)(F)F)c1/C=C1/C(=O)NCC(=O)N1C,7.43,7.15,6.1,6.5,0.28,False,3.22,383.3,1.46,3,4,98.7,3,True,True,0.593,False
3302,CAND-03090,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(OCc4cn(CCCCC(=O)NCc5ccc(C(=O)NO)cc5)nn4)cc(C(F)(F)F)c3)s2)n1,0.4952759105961101,7.585048838085359,0.7725731100959483,0.5057229397161982,0.5,0.0299645184937867,1,1.0,-3.4582965000000003,3,0.826530612244898,True,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(OCc4cn(CCCCC(=O)NCc5ccc(C(=O)NO)cc5)nn4)cc(C(F)(F)F)c3)s2)n1,7.37,6.18,5.97,6.43,0.94,False,3.3,783.9,5.67,4,13,186.1,17,False,False,0.489,False
3303,CAND-03070,COc1nc(NC(=O)CSc2nc(C)cc(C)n2)sc1Cc1cccc(OCc2cn(CCCCC(=O)NCc3ccc(C(=O)NO)cc3)nn2)c1,0.4952401563186626,7.581343143702781,0.7713294983539533,0.4260779620837409,0.5,0.0319180238056197,1,1.0,-3.9439154,3,0.8061224489795918,True,COc1nc(NC(=O)CSc2nc(C)cc(C)n2)sc1Cc1cccc(OCc2cn(CCCCC(=O)NCc3ccc(C(=O)NO)cc3)nn2)c1,7.34,6.09,6.05,6.62,0.72,False,3.24,745.9,4.66,4,14,195.4,18,False,False,0.606,False
3304,CAND-03066,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCCCC(=O)NCc5ccc(C(=O)NO)cc5C)nn4)c3)s2)n1,0.495206937202491,7.578586487676269,0.7704043789433163,0.4769966260610621,0.5,0.0333491591027761,1,1.0,-3.633449299999999,3,0.8736842105263158,True,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCCCC(=O)NCc5ccc(C(=O)NO)cc5C)nn4)c3)s2)n1,7.42,6.1,5.88,6.43,0.99,False,3.17,729.9,4.96,4,13,186.1,17,False,False,0.82,False
